index,Loc,Dept #,SKU,Description,UPC,QOH,Mfg Part #,Retail,STATUS
20158,19R08,40,4385076,HOSE KITCHN PULL-OUT ACE,082901256502,2,9DA0010339,24.99,minimal
20159,UNKWN,40,4385233,FAUCET SEATS NO.7 LL,037155677955,3,9D0030006E,2.99,minimal
20160,UNKWN,40,4385662,SEAT STRMWY NO.79 LL,037155678129,0,9D0030078E,3.49,zero
20161,UNKWN,40,4385670,FAUCET SEAT NO.93 LL,037155678136,3,9D0030092E,2.79,minimal
20162,DISC,40,4386421,"SNAP FITTING 15/16"" LL",037155018642,0,9D0036108E,6.49,zero
20163,DISC,40,4386702,"MALE AERTR ADPT 13/16""LL",037155018673,3,9D0036367E,3.99,minimal
20164,18L04,40,4387437,"RESCUE TAPE 1"" X 12' BLK",859184001019,2,RT1000201201US,9.99,minimal
20165,18L04,40,4387510,"RESCUE TAPE 1"" X 12' CLR",859184001040,0,RT1000201204US,9.99,zero
20166,19R03,40,4389599,S-H VALVE CARTRIDGE DELT,034449566605,0,RP50587,34.99,zero
20167,19R03,40,4389854,CARTRIDGE DELTA FAUCET,082901256625,1,9DA0010347,33.99,minimal
20168,19R04,40,4389888,SINK HANDLES DELTA ACE,082901256649,1,9DA0010304,17.99,minimal
20169,19R04,40,4389896,SINK HANDLE DELTA ACE,082901256656,1,9DA0010305,13.99,minimal
20170,19R04,40,4389912,TUB SHOWER HNDL MOEN ACE,082901256670,2,9DA0010302,12.99,minimal
20171,19R04,40,4390001,SINK HANDLE AS CADET ACE,082901256694,1,9DA0010422,17.99,minimal
20172,19R05,40,4390050,T&S HANDLE MONITOR CHRM,082901256717,1,9DA0010424,26.99,minimal
20173,19R05,40,4390076,FLANGE NIPPLE SET CH ACE,082901256724,5,9DA0010311,12.99,minimal
20174,19R05,40,4390084,FLANGE NIPPLE BRNCKL ACE,082901256731,1,9DA0010313,15.99,minimal
20175,19R05,40,4390134,T&S TUBE FLANG UNIV CHRM,082901256755,3,9DA0010307,14.99,minimal
20176,19R05,40,4390142,T&S TUBE FLANGE UNIV BN,082901256762,0,9DA0010308,16.99,zero
20177,19R05,40,4390167,"TUB SPOUT CHROME 6""",037155016549,0,9D00010315,25.99,zero
20178,19R05,40,4390175,"TUB SPOUT BN 6""",037155016556,1,9D00010316,28.99,minimal
20179,NEW,46,4390738,FILTRETE MICRO2PK16X25X1,051141314556,0,9801-2PK-HDW,23.99,zero
20180,NEW,46,4390779,"FLTR 16""X20""X1""",051141314563,0,9800-2PK-HDW,23.99,zero
20181,NEW,46,4390787,FILTRETE MICRO2PK20X20X1,051141314877,0,9802-2PK-HDW,23.99,zero
20182,NEW,46,4390795,FILTRETE MICRO2PK20X25X1,051141314549,0,9803-2PK-HDW,23.99,zero
20183,NEW,46,4390803,FILTRETE MICRO2PK14X25X1,051141324951,0,9804-2PK-HDW,23.99,zero
20184,NEW,46,4390894,FILTRETE MICRO2PK14X20X1,051141324968,0,9805-2PK-HDW,23.99,zero
20185,NEW,46,4390936,FILTRETE MICRO2PK20X30X1,051141314532,0,9822-2PK-HDW,23.99,zero
20186,19R03,40,4390985,CARTRIDGE T&S DELTA,034449527699,1,RP46074,44.99,minimal
20187,23R03,46,4392981,HEPACLEAN AIR PURIFIER,090271162002,2,16200,64.99,minimal
20188,19L08,40,4392999,BRITA BOTTLE,060258355581,3,35558,9.99,minimal
20189,DISC,40,4393005,BRITA BOTTLE FILTER,060258355611,6,35561,10.99,minimal
20190,19R02,40,4393369,KIT FAUCET WM W/DISH CHR,820633983248,1,3190-41-CH-B-Z,49.99,minimal
20191,19R03,40,4394219,KOHLER SHOWER CARTRIDGE,650531630582,2,GP800820,49.99,minimal
20192,19R03,40,4394227,KOHLER MIXER CAP KIT,650531630650,3,GP77759,44.99,minimal
20193,18L02,40,4394235,"SHARKBITE COUPLE 3/8"" LF",697285465619,2,U006LFA,12.99,minimal
20194,18L02,40,4394243,SHARKBITE COUPL1/2X3/8LF,697285465633,3,U009LFA,12.99,minimal
20195,18L02,40,4394284,"SHARKBITE CAP 3/8"" LF.",697285466067,2,U512LFA,9.49,minimal
20196,18L02,40,4394292,SHARKBITE 3/8 X 1/2M LF.,697285465756,1,U118LFA,9.99,minimal
20197,18L02,40,4394318,SHARKBITE 3/8 X 1/2F LF,697285465695,2,U070LFA,9.49,minimal
20198,18L02,40,4394367,SHARKBITE CHKVALVE1/2LF,697285466166,3,U2008-0000LFA,18.99,minimal
20199,18L02,40,4394375,SHARKBITE CHKVALVE3/4LF,697285466173,4,U2016-0000LFA,27.99,minimal
20200,19R03,40,4394508,KOHLER LAV STEM HOT,650531630469,1,GP77005-RP,16.99,minimal
20201,19R03,40,4394516,KOHLER LAV STEM COLD,650531630476,1,GP77006-RP,16.99,minimal
20202,19R03,40,4394524,VALVET HOT SIDE 1/4TURN,885612481658,1,GP330002,19.99,minimal
20203,19R03,40,4394532,VALVET COLD SIDE 1/4TRN,885612481672,1,GP330004,19.99,minimal
20204,19R03,40,4394540,CORALAIS VALVE KIT COLD,650531630445,0,GP76671,12.99,zero
20205,19R03,40,4394557,CORALAIS VALVE KIT HOT,650531630452,0,GP76672,12.99,zero
20206,19R03,40,4394722,VALVE SGL CNTRL KTCHN KH,650531688378,2,GP1016515,16.99,minimal
20207,19R03,40,4394748,VALVE KIT CORALAIS KOHLR,650531630612,1,GP77548,17.99,minimal
20208,19L06,40,4394797,FLAPPER CLASS 5 KOHLER,650531662675,1,GP1078441,12.99,minimal
20209,UNKWN,40,4395117,P-TRAP NO CLOG DRAIN,893548001215,2,PT-5021,22.99,minimal
20210,UNKWN,40,4395125,NO MESS SANITARY PLUNGER,893548001093,2,PF-0501,19.99,minimal
20211,17L08,40,4395497,PEX ADPTR 3/4B3/4MPT10PK,039923367075,0,UC134LFA10,32.99,zero
20212,17L08,40,4395505,"PEX ELBOW 1/2"" 10 PACK",039923367037,0,UC248LFA10,17.99,zero
20213,17L08,40,4395513,"PEX ELBOW 3/4"" 10 PACK",039923377135,0,UC256LFA10,25.99,zero
20214,UNKWN,40,4395521,"PEX COUPLING 1/2"" 10PACK",039923367013,0,UC008LFA10,14.99,zero
20215,UNKWN,40,4395539,"PEX COUPLING 3/4"" 10PACK",039923367020,1,UC016LFA10,17.99,minimal
20216,17L08,40,4395547,"PEX TEE 1/2"" 10 PACK",039923367051,0,UC362LFA10,23.99,zero
20217,UNKWN,40,4395588,PEX CR ADPT 1/2MPT 10 PK,084169018717,3,UP120A10,9.99,minimal
20218,UNKWN,40,4395604,PEX CR ADPT 3/4MPT 10PK,084169018731,3,PX01768CR10,13.99,minimal
20219,UNKWN,40,4395612,"PEX CR ELBOW 1/2"" 10 PK",084169018748,2,UP248A10,7.99,minimal
20220,UNKWN,40,4395620,"PEX CR ELBOW 3/4"" 10 PK",084169018755,3,UP256A10,12.99,minimal
20221,UNKWN,40,4395638,PEX CR COUPLING 1/2 10PK,084169018762,0,UP008A10,7.99,zero
20222,UNKWN,40,4395646,PEX CR COUPLING 3/4 10PK,084169018786,3,UP016A10,9.99,minimal
20223,UNKWN,40,4395653,"PEX CR TEE 1/2"" 10 PACK",084169018793,3,UP362A10,9.99,minimal
20224,UNKWN,40,4395661,"PEX CR TEE 3/4"" 10 PACK",084169018823,3,UP370A10,15.99,minimal
20225,19L08,40,4395968,FILTER 10 MICRON 2PK,033663005136,0,CW-F,7.99,zero
20226,NEW,40,4395976,WATER FILTER 30M PK2,033663005143,0,CW-MF,7.99,zero
20227,19L08,40,4395984,FILTR 5 MICRON TASTE 2PK,033663005013,1,D-10A,13.99,minimal
20228,19L08,40,4395992,FILTER WATR DLX TASTE,033663005105,1,D-20A,12.99,minimal
20229,NEW,40,4396008,FILTER 0.5 MICRON CARBON,033663005112,0,D-30A,23.99,zero
20230,19L08,40,4396016,FILTER 0.5 MICRON LEAD,033663005242,2,D-40A,41.99,minimal
20231,19L08,40,4396024,FILTER HOUSING WHL HOUSE,033663005365,0,HF-150A,23.99,zero
20232,19L08,40,4396032,FILTER HOUSING W/ VALVE,033663005310,0,HF-360A,44.99,zero
20233,19L08,40,4396040,FILTER ICEMAKER PUSH FIT,033663005051,2,IC-100A,13.99,minimal
20234,19L08,40,4396057,FILTER 1 MICRON 2PK,033663006386,0,P1,9.99,zero
20235,19L08,40,4396065,FILTER 5 MICRON 2PK,033663005020,0,P5,9.59,zero
20236,19L08,40,4396073,FILTER 20 MICRON 2PK,033663005006,0,S1A,8.59,zero
20237,19L08,40,4396081,FILTER HOUSING UNDR SINK,033663005440,2,US-600A,38.99,minimal
20238,18L02,40,4396248,"ANGLE VALVE 1/2X3/8""COM",697285605749,1,23036-0000LF,11.99,minimal
20239,18L02,40,4396255,STRAIGHT VALV 1/2X3/8 LF,697285605756,0,23037-0000LF,11.99,zero
20240,18L02,40,4396263,STOP VLV CNNCTR 1/4 X3/8,697285605695,4,U3523LFA,5.99,minimal
20241,18L02,40,4396271,SB TOILET CON 1/4X7/8 LF,697285605718,4,U3531LFA,6.49,minimal
20242,18L02,40,4396289,SB TOILET EL 1/4X7/8 LF,697285008083,4,U3537LFA,8.49,minimal
20243,19L06,40,4396354,FILL VALVE LEAK SENTRY,039961415080,2,400LSRP4,14.99,minimal
20244,18L02,40,4396529,SB THREAD FAUCT CONT LF,697285008076,3,U3525LFA,5.99,minimal
20245,NEW,40,4396636,ANGLE VALV 1/2X1/4 3/8OD,697285606036,3,23048-0000LF,11.99,minimal
20246,18L02,40,4396644,"STRAIGHT VALVE 1/2X1/4""",697285606043,2,23049-0000LF,11.99,minimal
20247,23L04,46,4397154,"GAS KEY SATIN CHROME 8""",054773902016,1,NKY.8.06,9.99,minimal
20248,23L04,46,4397170,"GAS KEY SATIN CHROME 3""",054773901958,2,BF.KY.06,8.99,minimal
20249,04L02,46,4397394,GRNLIGHT MATCH 32CT 10BX,048789045515,3,533-378-864,1.59,minimal
20250,04L02,46,4397410,GREENLIGHT MATCHES 300CT,048789021236,11,533-378-863,1.59,minimal
20251,17L12,40,4397584,CLEANER DRAIN SNAKE PLUS,019800702410,0,70241,8.99,zero
20252,23R03,46,4397725,HEPACLEAN FILTER C,092926000905,1,HRF-C1,17.99,minimal
20253,UNKWN,40,4398483,FAUCET KITCH 1H SS AMST,012611491115,0,9012301.075,139.99,zero
20254,SPEC,40,4398939,AUTO UTILTY PUMP 1/4HP,040066214232,0,EEAUP250,159.99,zero
20255,17W06,46,4399341,"DEFLECTOR AIR 10""-14""",082901259046,2,ACE99/24,4.59,minimal
20256,UNKWN,40,4399432,TOILET SEAT PLST ELNG WH,073088121356,0,120SLOWE-000,49.99,zero
20257,NEW,46,4399762,WD PELLETS 40LB INFERNO,851783002008,0,02008I,8.99,zero
20258,19R04,40,4399788,HANDLE LAV&T&S MOEN RND,082901259886,0,9DA0089060,14.99,zero
20259,19R04,40,4399796,HANDL LAV&T&S MOEN TRDRP,082901259893,2,9DA0010303,16.99,minimal
20260,19L01,40,4401113,VERSA SHOWER SPRAYER,037155016303,1,9D00010086,12.99,minimal
20261,17W03,46,4401568,FILTR PLT MERV13 14X20X1,082901259909,8,83804.011420,16.99,minimal
20262,NEW,46,4401618,FILTR PLT MERV13 14X25X1,078757018739,0,83804.011425,16.99,zero
20263,NEW,46,4402137,FILTR PLT MERV13 16X20X1,078757018746,0,83804.011620,16.99,zero
20264,NEW,46,4402236,FILTR PLT MERV13 16X25X1,078757018753,0,83804.011625,16.99,zero
20265,NEW,46,4402285,FILTR PLT MERV13 20X20X1,078757018654,0,83804.012020,16.99,zero
20266,NEW,46,4402327,FILTR PLT MERV13 20X25X1,078757018777,0,83804.012025,16.99,zero
20267,18R03,40,4403432,"COUPLE 1/2"" SCH40 10 PCK",611942124336,5,PVC02100C0600H,2.59,minimal
20268,19R06,40,4403465,"SPPLY TOILT CLICK SEAL9""",039961411815,1,B1T09CS,6.99,minimal
20269,19R06,40,4403473,"SUPPLY TOILT CLCKSEAL12""",039961411822,1,B1T12CS,8.49,minimal
20270,19R06,40,4403481,"SPPLY TOILT CLCK SEAL20""",039961411846,1,B1T20CS,9.49,minimal
20271,18R03,40,4403754,"COUPLE 3/4"" SCH40 10 PCK",012871636172,4,PVC02100C0800H,3.89,minimal
20272,18R04,40,4403762,"COUPLE 1"" SCH40 10 PACK",012871637018,5,PVC02100C1000H,4.89,minimal
20273,18R03,40,4403861,"ELBOW 90 1/2"" SCH40 10PK",012871636127,5,PVC02300C0600H,3.59,minimal
20274,18R03,40,4403887,"ELBOW PVC3/4"" SCH40 10PK",012871636042,5,PVC02300C0800H,3.99,minimal
20275,18R04,40,4404745,"ELBOW PVC 1"" SCH40  10PK",012871646065,4,PVC02300C1000H,7.59,minimal
20276,18R03,40,4404760,"TEE PVC 1/2"" SCH40 10 PK",012871636080,5,PVC02400C0600H,3.89,minimal
20277,18R03,40,4404992,"TEE PVC 3/4"" SCH40 10 PK",012871636097,5,PVC02400C0800H,4.99,minimal
20278,18R04,40,4405494,"TEE PVC 1"" SCH40 10 PK",012871646058,4,PVC02400C1000H,9.99,minimal
20279,18R03,40,4405809,"CAP PVC 1/2"" SCH40 10 PK",012871646119,4,PVC02116C0600H,3.89,minimal
20280,18R03,40,4405965,"CAP PVC 3/4"" SCH40 10 PK",012871646126,5,PVC02116C0800H,6.59,minimal
20281,18R04,40,4405973,"CAP PVC 1"" SCH40 10 PK",611942134441,1,PVC02116C1000H,8.59,minimal
20282,18R03,40,4406682,ADAPTR 1/2MPT SCH40 10PK,012871638176,5,PVC02109C0600H,4.99,minimal
20283,18R03,40,4406708,ADAPTR 3/4MPT SCH40 10PK,611942134984,5,PVC02109C0800H,6.59,minimal
20284,18R04,40,4406716,"ADAPTR 1""MPT SCH40 10 PK",012871646102,5,PVC02109C1000H,8.59,minimal
20285,18R03,40,4406724,ADAPTR 1/2FPT SCH40 10PK,012871646072,4,PVC02101C0600H,4.99,minimal
20286,18R03,40,4406732,ADAPTR 3/4FPT SCH40 10PK,012871646089,4,PVC02101C0800H,6.59,minimal
20287,18R04,40,4406740,"ADAPTR 1""FPT SCH40 10PK",012871646096,5,PVC02101C1000H,8.59,minimal
20288,NEW,40,4406823,FILTER 25MICRON CARTRIDG,033663006898,0,CW25-BBS,15.99,zero
20289,NEW,40,4406856,FILTER 5 MICRON CARTRDG,033663006881,0,CW5-BBS,16.99,zero
20290,ACE,46,4408431,"EMBER RND FIRE PIT 35""",843518061909,0,SRFP96,109.99,zero
20291,NEW,46,4415659,FILTRETE ULTRA 10X20X1,051111020074,0,2007DC-6,18.99,zero
20292,NEW,40,4422234,DUOFLUSH DUAL FLUSHVALVE,039961004406,0,550DFR-1P6,23.99,zero
20293,19L06,40,4424149,PERFORMAX HP FILL VALVE,039961702456,1,400ARHR,18.99,minimal
20294,19L06,40,4424289,DUOFLUSH COMPLETE SYSTEM,039961055095,2,550DFRK-3,26.99,minimal
20295,NEW,46,4426250,NOMA FIRE PIT,843518062043,0,SRFP11907,149.99,zero
20296,NEW,40,4468153,"MED CABNT 3MIRROR OAK24""",094803100685,0,CBT24-11-B,49.99,zero
20297,18R01,40,4486346,"COUPLE CPVC 1/2""SXS 10PK",011651991036,1,RCC-0500-SP,2.99,minimal
20298,NEW,40,4486361,"CPV CPL  3/4"" SX3/4"" S",011651991043,2,RCC-0750-SP,3.59,minimal
20299,18R01,40,4486411,"ELBOW 90 CPVC 1/2"" 10PK",011651991111,1,RCE-0500-SP,2.59,minimal
20300,18R01,40,4486452,"ELBOW 90 CPVC 3/4"" 10PK",011651991128,12,RCE-0750-SP,3.99,minimal
20301,ACE,46,4486676,DUCT TAPE BLK CHECKER10Y,075353036105,0,280410,4.59,zero
20302,ACE,46,4486734,DUCT TAPE PAINT SPLATTR,075353036150,0,280424,4.59,zero
20303,ACE,46,4486742,DUCT TAPE MET GOLD 10Y,075353047965,0,280748,4.59,zero
20304,ACE,46,4486767,DUCT TAPE PINK ZEBRA,075353034811,0,280338,4.59,zero
20305,SPEC,46,4487047,"T2 STOVE BRD BLK 28""X32""",063467858393,0,BM0400,41.99,zero
20306,NEW,46,4487138,"T2 STV BRD SLATE 28""X32""",063467858959,0,BM0415,41.99,zero
20307,23L03,46,4494225,"STRT.VALVEBODY ONLY1/2""",054773902313,2,BFS.910,19.99,minimal
20308,23L03,46,4494241,"ANGLE VALVEBODY ONLY1/2""",054773902320,2,BFA.911,39.99,minimal
20309,23L04,46,4494308,"UNIVERSAL KEY PBF 3""",054773902559,1,BF.KY.02,6.99,minimal
20310,23L04,46,4494324,"UNIVERSAL KEY 8"" PB",054773902573,2,NKY.8.02,9.99,minimal
20311,SPEC,40,4494795,ARRESTR WTR HAMMER CPVC,011651999018,0,RCHA-0500,7.99,zero
20312,17END,40,4495131,UTILITY PUMP KIT 1/4HP,022315367630,4,FP0S2600RP,129.99,minimal
20313,23L03,46,4495164,FIBERGLASS EXT ROD 6',022624106722,0,10672,9.99,zero
20314,17L11,40,4495305,"AUGER PLASTIC 1/4"" X 20'",088712842002,0,84200,16.99,zero
20315,17L11,40,4495354,"AUGER 1/4""X25' PISTOL GR",088712852506,0,85250,25.99,zero
20316,NEW,40,4495362,"AUGER 1/4""X25' POWER DRM",088712862505,0,86250,28.99,zero
20317,DISC,40,4496634,FAUCET H/C SNGL BASIN PC,032888148369,0,120-003NLA,16.99,zero
20318,18L02,40,4496709,"BR CPL 1/2"" PX1/2"" P",697285915718,1,U4008LFA,9.99,minimal
20319,18L02,40,4496717,"BR CPL 3/4"" PX3/4"" P",697285915725,3,U4016LFA,13.99,minimal
20320,18L02,40,4497038,"SHARKBITE TEE 3/4""FPT LF",697285008106,2,U3486LFA,17.99,minimal
20321,17L12,40,4499927,DOUBLE IMPACT SNAKE,044600307084,2,30708,8.99,minimal
20322,23L04,46,4500211,"FP SHOVEL30""TWISTD STEEL",093432155103,0,15510,8.99,zero
20323,23L04,46,4500237,"FP TONGS 37""TWISTD STEEL",093432155134,0,15513,12.99,zero
20324,23L04,46,4500245,"FP POKER 40""TWISTD STEEL",093432153536,1,15353,8.99,minimal
20325,25L08,46,4500310,FIREPLACE BELLOWS LARGE,093432153123,1,15312,13.99,minimal
20326,NEW,46,4500344,CAST IRON KETTLE,093432153215,2,15321,19.99,minimal
20327,18EC1,40,4500419,"PIPE CUTTER COPPR 1/2""",017197350122,2,35012,12.99,minimal
20328,18EC1,40,4500427,"PIPE CUTTER COPPR 3/4""",017197350344,2,35034,13.99,minimal
20329,18SW1,40,4500435,"WRENCH BASIN NUT1/4-3/8""",017197038259,1,03825,18.99,minimal
20330,19R08,40,4500666,BASKET STRAINER 2PK SS,046224016229,2,K5414-2,17.99,minimal
20331,18L01,40,4503025,FLR ELBOW1/2X3/8MPT LF,094913071653,8,4503025,6.99,minimal
20332,18L01,40,4503033,FLR ELBOW1/2X1/2MPT LF,094913071660,10,4503033,8.99,minimal
20333,18L01,40,4503041,FLR ELBOW5/8X1/2MPT LF,094913071677,10,4503041,9.99,minimal
20334,18L01,40,4503058,FLR ELBOW3/8X3/8FPT LF,094913071684,6,4503058,6.99,minimal
20335,18L01,40,4503066,FLR ELBOW 3/8X1/2FPT LF,094913071691,10,4503066,8.49,minimal
20336,18L01,40,4503074,FLR ELBOW 1/2X1/2FPT LF,094913071707,7,4503074,8.99,minimal
20337,18L01,40,4503082,FLARE PLUG1/4X7/16HEX LF,094913071714,17,4503082,3.99,minimal
20338,18L01,40,4503090,"FLARE PLUG3/8"" LF",094913071721,19,4503090,4.59,minimal
20339,18L01,40,4503116,"FLARE PLUG 1/2"" LF",094913071738,7,4503116,4.99,minimal
20340,18L01,40,4503124,FLARE PLUG5/8X7/16HEX LF,094913071745,8,4503124,7.49,minimal
20341,18L01,40,4503132,"FLARE TEE1/4"" LF",094913071752,10,4503132,5.99,minimal
20342,18L01,40,4503140,"FLARE TEE 3/8"" LF",094913071769,7,4503140,7.49,minimal
20343,18L01,40,4503157,"FLARE TEE1/2""FL LF",094913071776,8,4503157,7.99,minimal
20344,18L01,40,4503165,"SWVL FLR CONNCTR1/4"" LF",094913071783,13,4503165,6.49,minimal
20345,18L01,40,4503173,"SWVL FLR CONNCTR3/8"" LF",094913071790,16,4503173,8.99,minimal
20346,18L01,40,4503181,SWVL FLR CONTR1/2X3/8 LF,094913071806,5,4503181,9.99,minimal
20347,18L01,40,4503199,"SWVL FL UNION 1/2"" LF",094913071813,11,4503199,9.99,minimal
20348,18L01,40,4503207,"SWVL FLR CONN5/8X1/2"" LF",094913071820,7,4503207,12.99,minimal
20349,18L01,40,4503215,SWVL FLR CONTR5/8X5/8 LF,094913071837,10,4503215,12.99,minimal
20350,18L01,40,4503223,"FLARE UNION 1/4X1/4"" LF",094913071844,17,4503223,2.79,minimal
20351,18L01,40,4503231,FLARE UNION 3/8X1/4 LF,094913071851,9,4503231,3.99,minimal
20352,18L01,40,4503249,"FLARE UNION 3/8""LF",094913071868,10,4503249,3.99,minimal
20353,18L01,40,4503256,"FLARE UNION 1/2X1/2"" LF",094913071875,7,4503256,4.99,minimal
20354,18L01,40,4503264,FLARE UNION 5/8X1/2 LF,094913071882,5,4503264,6.49,minimal
20355,18L01,40,4503272,FLARE UNION 5/8X5/8 LF,094913071899,6,4503272,6.49,minimal
20356,18L01,40,4503280,COMP CONCTR1/8X1/8MPT LF,094913071905,10,4503280,3.99,minimal
20357,18L01,40,4503298,COMP CONTR3/16X1/8MPT LF,094913071912,9,4503298,3.99,minimal
20358,18L01,40,4503322,COMP CONTR5/16X1/8MPT LF,094913071929,9,4503322,3.99,minimal
20359,18L01,40,4503330,COMP CONTR5/16X1/4MPT LF,094913071936,4,4503330,4.59,minimal
20360,18L01,40,4503348,COMP CONCTR3/8X1/8MPT LF,094913071943,6,4503348,4.59,minimal
20361,18L01,40,4503363,COMP CONCTR1/2X1/4MPT LF,094913071950,11,4503363,5.99,minimal
20362,18L01,40,4503421,COMP CONCTR1/4X1/8FPT LF,094913072018,4,4503421,3.99,minimal
20363,18L01,40,4503496,COMP CONCTR5/8X1/2FPT LF,094913072063,4,4503496,6.99,minimal
20364,18L01,40,4503512,COMP CONCTR7/8X3/4FPT LF,094913072087,3,4503512,14.99,minimal
20365,18L01,40,4503520,"COMPRSSN CAP 1/4"" LF",094913051907,4,4503520,2.49,minimal
20366,18L01,40,4503546,"COMPRESSION CAP 3/8"" LF",094913051914,0,4503546,2.99,zero
20367,18L01,40,4503553,"COMPRESSION CAP 1/2"" LF",094913051921,6,4503553,3.99,minimal
20368,18L01,40,4503561,"COMPRSSN CAP 5/8"" LF",094913051938,5,4503561,4.59,minimal
20369,18L01,40,4503629,"COMP ELBOW 7/8"" LF",094913072148,3,4503629,22.99,minimal
20370,18L01,40,4503850,"COMP TEE 5/16"" LF",094913052324,5,4503850,9.49,minimal
20371,18L01,40,4503868,"COMP TEE 3/8X3/8X1/4"" LF",094913052331,4,4503868,8.99,minimal
20372,18L01,40,4503892,"COMP ADPTR 3/8X1/2"" LF",094913072384,5,4503892,6.49,minimal
20373,18L01,40,4503975,"COMP UNION 1/8X1/8"" LF",094913052355,8,4503975,3.59,minimal
20374,18L01,40,4503983,"COMP UNION 3/16X3/16"" LF",094913052362,3,4503983,4.59,minimal
20375,18L01,40,4504023,"COMP UNION5/16""YB LF ACE",094913052386,9,4504023,5.99,minimal
20376,NEW,40,4504056,"COMP UNION 5/8X3/8"" LF",094913072506,6,4504056,7.49,minimal
20377,18L01,40,4504064,COMP RED UNION5/8X1/2 LF,094913072513,8,4504064,8.49,minimal
20378,18L01,40,4504114,"HOSE BARB 1/8X1/8""MPT LF",094913072568,3,4504114,2.49,minimal
20379,18L01,40,4504130,HOSE BARB 3/16X1/8MPT LF,094913072582,3,4504130,2.49,minimal
20380,18L01,40,4504155,"HOSE BARB 1/4X1/8""MPT LF",094913072605,2,4504155,3.59,minimal
20381,18L01,40,4504163,"HOSE BARB 1/4X1/4""MPT LF",094913072612,6,4504163,3.99,minimal
20382,18L01,40,4504197,HOSE BARB 5/16X1/8MPT LF,094913072643,5,4504197,2.49,minimal
20383,18L01,40,4504205,"HOSE BARB5/16X1/4""MPT LF",094913072650,8,4504205,2.49,minimal
20384,18L01,40,4504221,"HOSE BARB3/8X1/8""MPT LF",094913072674,3,4504221,3.99,minimal
20385,18L01,40,4504239,"HOSE BARB3/8""X1/4""MPT LF",094913072681,8,4504239,3.99,minimal
20386,18L01,40,4504247,"HOSE BARB3/8X3/8""MPT LF",094913072698,5,4504247,4.59,minimal
20387,18L01,40,4504254,"HOSE BARB 3/8X1/2""MPT LF",094913072704,5,4504254,4.59,minimal
20388,18L01,40,4504288,BARB HOSE 1/2X3/8MPT  LF,094913072735,5,4504288,3.99,minimal
20389,18L01,40,4504296,BARB HOSE 1/2H1/2MPT  LF,094913072742,6,4504296,4.99,minimal
20390,18L01,40,4504320,HOSE BARB5/8HX1/2MPT LF,094913072773,5,4504320,5.99,minimal
20391,18L01,40,4504361,HOSE BARB 3/4HX3/4MPT LF,094913072810,2,4504361,7.99,minimal
20392,18L01,40,4504429,HOSE BARB 1/4HX1/8FPT LF,094913072872,4,4504429,2.99,minimal
20393,18L01,40,4504437,HOSE BARB 1/4HX1/4FPT LF,094913072889,4,4504437,3.59,minimal
20394,18L01,40,4504494,HOSE BARB 3/8HX1/4FPT LF,094913072940,8,4504494,4.59,minimal
20395,18L01,40,4504502,HOSE BARB 3/8HX3/8FPT LF,094913072957,15,4504502,4.99,minimal
20396,18L01,40,4504510,HOSE BARB 3/8HX1/2FPT LF,094913072964,8,4504510,6.49,minimal
20397,18L01,40,4504544,HOSE BARB 1/2HX1/2FPT LF,094913072995,6,4504544,4.99,minimal
20398,18L01,40,4504577,"HOSE BARB MENDR3/16"" LF",094913073022,7,4504577,3.99,minimal
20399,18L01,40,4504585,"HOSE BARB MENDR1/4"" LF",094913073039,10,4504585,3.59,minimal
20400,18L01,40,4504593,HOSE BARB MENDER 5/16 LF,094913073046,8,4504593,4.59,minimal
20401,18L01,40,4504601,"HOSE BARB MENDR 3/8"" LF",094913073053,4,4504601,4.59,minimal
20402,18L01,40,4504619,"HOSE BARB MENDR 1/2"" LF",094913073060,20,4504619,4.99,minimal
20403,18L01,40,4504635,HB ELBOW 90DEG1/4X1/8 LF,094913073084,5,4504635,6.49,minimal
20404,18L01,40,4504668,HB ELBOW 90 5/16X1/4 LF,094913073114,5,4504668,6.99,minimal
20405,18L01,40,4504684,HB ELBOW 90 3/8X1/8 LF,094913073138,3,4504684,7.99,minimal
20406,18L01,40,4504692,HB ELBOW 90 3/8X1/4 LF,094913073145,5,4504692,7.99,minimal
20407,18L01,40,4504791,"HOSE BARB TEE 1/4"" LF",094913073237,2,4504791,8.49,minimal
20408,18L01,40,4504809,"HOSE BARB TEE 3/8"" LF",094913073244,4,4504809,8.99,minimal
20409,UNKWN,40,4504841,"HOSE BARB 3/8X3/8""F  LF",094913073282,0,4504841,5.99,zero
20410,18L01,40,4504874,FACE BUSHNG1/2X3/8FPT LF,094913073312,5,4504874,3.99,minimal
20411,18L01,40,4504882,FACE BUSHNG3/4X1/2FPT LF,094913073329,7,4504882,4.59,minimal
20412,18L01,40,4504890,HEX BUSHNG1/2X1/8FPT LF,094913073336,4,4504890,4.99,minimal
20413,18L01,40,4504908,HEXBUSHING 3/4MIPX1/8FIP,094913073343,5,4504908,7.49,minimal
20414,18L01,40,4504916,HEX BUSHING3/4MX1/4F LF,094913073350,5,4504916,7.49,minimal
20415,18L01,40,4504924,HEX BUSHING3/4MX3/8F LF,094913073367,1,4504924,6.99,minimal
20416,18L01,40,4504932,HEX BUSHING3/4MX1/2F LF,094913073374,0,4504932,6.59,zero
20417,18L01,40,4504981,"CORED PLUG SQHD1/8"" LF",094913073428,6,4504981,2.99,minimal
